,Nb sommets,Nb aretes,Time_limit,Statut_exp,Statut_CP,Statut_CPM,Statut_Martin,Statut_cycle,Objectif_exp,Objectif_CP,Objectif_CPM,Objectif_Martin,Objectif_cycle,Ecriture_exp,Ecriture_CP,Ecriture_CPM,Ecriture_Martin,Ecriture_cycle,Resolution_exp,Resolution_CP,Resolution_CPM,Resolution_Martin,Resolution_cycle
Spd_RF2_20_42_291,20,42,182,,1,1.0,1.0,1.0,,1,1.0,1.0,1.0,,0.007006168365478516,0.06483340263366699,0.03807210922241211,1.0,,0.08380389213562012,0.29717373847961426,0.18220901489257812,0.5107862949371338
Spd_RF2_20_42_299,20,42,182,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.008539915084838867,0.10208368301391602,0.036733150482177734,1.0,,0.06842637062072754,0.24785161018371582,0.17360949516296387,0.48113083839416504
Spd_RF2_20_42_307,20,42,182,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.00699925422668457,0.062189340591430664,0.03866291046142578,1.0,,0.07382392883300781,0.35608339309692383,0.19293475151062012,0.4796736240386963
Spd_RF2_20_42_315,20,42,182,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.006999015808105469,0.06286501884460449,0.03929567337036133,2.0,,0.08369755744934082,0.4576244354248047,0.2798726558685303,0.495880126953125
Spd_RF2_20_42_323,20,42,182,,1,1.0,1.0,1.0,,0,0.0,0.0,1.0,,0.00815892219543457,0.0612640380859375,0.035628557205200195,2.0,,0.07213830947875977,0.37764549255371094,0.3007524013519287,0.49767565727233887
Spd_RF2_20_49_331,20,49,189,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.009002447128295898,0.07127165794372559,0.04072093963623047,1.0,,0.0735776424407959,0.30326318740844727,0.681830644607544,0.49323248863220215
Spd_RF2_20_49_339,20,49,189,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.008590459823608398,0.07267928123474121,0.04579901695251465,1.0,,0.06921887397766113,0.2545008659362793,1.0663788318634033,0.5895874500274658
Spd_RF2_20_49_347,20,49,189,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.00799417495727539,0.0710442066192627,0.04292893409729004,1.0,,0.0816349983215332,0.2875704765319824,0.9017946720123291,0.5792531967163086
Spd_RF2_20_49_355,20,49,189,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.00800180435180664,0.07290410995483398,0.05128669738769531,2.0,,0.08402276039123535,0.6653800010681152,0.5922276973724365,0.5280852317810059
Spd_RF2_20_49_363,20,49,189,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.007998943328857422,0.07021236419677734,0.04211139678955078,1.0,,0.08560371398925781,0.30640387535095215,0.8951570987701416,0.5252234935760498
Spd_RF2_20_57_371,20,57,197,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.009005308151245117,0.10883355140686035,0.05240321159362793,1.0,,0.07880187034606934,0.4266667366027832,1.2917494773864746,0.615229606628418
Spd_RF2_20_57_379,20,57,197,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.009996414184570312,0.07831954956054688,0.05148482322692871,1.0,,0.08376026153564453,0.31830787658691406,0.4129948616027832,0.5696301460266113
Spd_RF2_20_57_387,20,57,197,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.009352922439575195,0.08497738838195801,0.04853057861328125,1.0,,0.08475494384765625,0.4038393497467041,0.4608492851257324,0.5293121337890625
Spd_RF2_20_57_395,20,57,197,,1,1.0,1.0,,,0,0.0,0.0,,,0.008992910385131836,0.08388376235961914,0.05802202224731445,,,0.09095048904418945,0.34636974334716797,1.5590062141418457,
Spd_RF2_20_57_403,20,57,197,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.009636640548706055,0.0849149227142334,0.04700016975402832,1.0,,0.09203171730041504,0.30727601051330566,0.7838618755340576,0.6975829601287842
Spd_RF2_40_50_611,40,50,210,,1,1.0,1.0,1.0,,8,8.0,8.0,8.0,,0.013514518737792969,0.16805553436279297,0.1269209384918213,2.0,,0.0684967041015625,0.5964536666870117,0.38002824783325195,0.5880520343780518
Spd_RF2_40_50_619,40,50,210,,1,1.0,1.0,1.0,,7,7.0,7.0,7.0,,0.010189294815063477,0.1856827735900879,0.09368753433227539,2.0,,0.0653083324432373,0.46267199516296387,0.39182376861572266,0.5804524421691895
Spd_RF2_40_50_627,40,50,210,,1,1.0,1.0,1.0,,7,7.0,7.0,8.0,,0.010553836822509766,0.15575027465820312,0.0940248966217041,2.0,,0.1178274154663086,0.4481852054595947,0.4081735610961914,0.7526545524597168
Spd_RF2_40_50_635,40,50,210,,1,1.0,1.0,1.0,,8,8.0,8.0,8.0,,0.011949300765991211,0.18420028686523438,0.08983159065246582,2.0,,0.08253121376037598,0.6133749485015869,0.4137701988220215,0.6815667152404785
Spd_RF2_40_50_643,40,50,210,,1,1.0,1.0,1.0,,7,7.0,7.0,7.0,,0.013925790786743164,0.16121411323547363,0.09795618057250977,2.0,,0.10583090782165527,0.6370060443878174,0.475649356842041,0.6669342517852783
Spd_RF2_40_60_651,40,60,220,,1,1.0,1.0,1.0,,3,3.0,3.0,6.0,,0.011828184127807617,0.19613218307495117,0.10650062561035156,3.0,,0.10742783546447754,0.7647292613983154,1.1785497665405273,0.7539818286895752
Spd_RF2_40_60_659,40,60,220,,1,1.0,1.0,1.0,,3,3.0,3.0,4.0,,0.012506961822509766,0.23124432563781738,0.10746240615844727,2.0,,0.10003876686096191,0.7871296405792236,0.578963041305542,0.9474067687988281
Spd_RF2_40_60_667,40,60,220,,1,1.0,1.0,1.0,,4,4.0,4.0,4.0,,0.0190126895904541,0.18499422073364258,0.10869812965393066,2.0,,0.10362100601196289,0.7028486728668213,0.5698182582855225,0.7978739738464355
Spd_RF2_40_60_675,40,60,220,,1,1.0,1.0,1.0,,3,3.0,3.0,7.0,,0.012000322341918945,0.2053825855255127,0.10856819152832031,6.0,,0.20923638343811035,0.5850141048431396,0.5702686309814453,1.3438940048217773
Spd_RF2_40_60_683,40,60,220,,1,1.0,1.0,1.0,,4,4.0,4.0,5.0,,0.013089179992675781,0.20847749710083008,0.10734820365905762,3.0,,0.07471823692321777,0.6387736797332764,0.5787055492401123,0.8614118099212646
Spd_RF2_40_71_691,40,71,231,,1,1.0,1.0,1.0,,1,1.0,1.0,3.0,,0.014069318771362305,0.2547793388366699,0.12182760238647461,3.0,,0.18492412567138672,0.9258987903594971,0.8917276859283447,1.0503783226013184
Spd_RF2_40_71_699,40,71,231,,1,1.0,1.0,1.0,,2,2.0,2.0,2.0,,0.01307535171508789,0.23760318756103516,0.1206350326538086,2.0,,0.16800928115844727,2.5229134559631348,1.3850033283233643,0.9822232723236084
Spd_RF2_40_71_707,40,71,231,,1,1.0,1.0,1.0,,2,2.0,2.0,4.0,,0.013131856918334961,0.3018531799316406,0.1490480899810791,3.0,,0.1147620677947998,0.8445777893066406,1.6634025573730469,1.0315275192260742
Spd_RF2_40_71_715,40,71,231,,1,1.0,1.0,1.0,,2,2.0,2.0,6.0,,0.013245105743408203,0.2354731559753418,0.12245583534240723,3.0,,0.13581299781799316,1.0549464225769043,1.456397533416748,1.0451867580413818
Spd_RF2_40_71_723,40,71,231,,1,1.0,1.0,1.0,,1,1.0,1.0,5.0,,0.01741814613342285,0.22240614891052246,0.1328716278076172,4.0,,0.19028162956237793,1.260833501815796,0.4033212661743164,0.97100830078125
Spd_RF2_40_81_731,40,81,241,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.01498270034790039,0.23948383331298828,0.13891363143920898,1.0,,0.15279412269592285,4.590324640274048,1.6698322296142578,0.8894858360290527
Spd_RF2_40_81_739,40,81,241,,1,1.0,1.0,1.0,,1,1.0,1.0,3.0,,0.015001535415649414,0.2864527702331543,0.13776469230651855,3.0,,0.1566944122314453,10.179439544677734,4.165704250335693,0.972243070602417
Spd_RF2_40_81_747,40,81,241,,1,1.0,1.0,1.0,,1,1.0,1.0,4.0,,0.01799607276916504,0.5178351402282715,0.16714978218078613,3.0,,0.16462063789367676,3.516735076904297,1.4324777126312256,1.0455224514007568
Spd_RF2_40_81_755,40,81,241,,1,1.0,1.0,,,1,1.0,1.0,,,0.01676321029663086,0.7871541976928711,0.13850188255310059,,,0.25130391120910645,12.998807191848755,1.2438273429870605,
Spd_RF2_40_81_763,40,81,241,,1,1.0,1.0,1.0,,1,1.0,1.0,1.0,,0.020005464553833008,0.5064246654510498,0.15521502494812012,1.0,,0.25435924530029297,1.2971065044403076,6.275976896286011,1.218775987625122
Spd_RF2_40_92_771,40,92,252,,1,1.0,1.0,1.0,,1,1.0,1.0,6.0,,0.01700758934020996,0.6267907619476318,0.19493985176086426,3.0,,0.7643601894378662,15.726306438446045,5.911457538604736,1.1728928089141846
Spd_RF2_40_92_779,40,92,252,,1,1.0,1.0,,,0,0.0,0.0,,,0.020000457763671875,0.49219465255737305,0.1845252513885498,,,0.2640342712402344,2.7193315029144287,1.5079257488250732,
Spd_RF2_40_92_787,40,92,252,,1,1.0,1.0,,,1,1.0,1.0,,,0.017351388931274414,0.4138777256011963,0.15923786163330078,,,0.15593695640563965,15.374045372009277,5.196648597717285,
Spd_RF2_40_92_795,40,92,252,,1,1.0,1.0,1.0,,0,0.0,0.0,0.0,,0.019657135009765625,0.4870760440826416,0.15285658836364746,1.0,,0.18475627899169922,29.267478466033936,3.2460954189300537,0.9771933555603027
Spd_RF2_40_92_803,40,92,252,,1,1.0,1.0,,,1,1.0,1.0,,,0.016005516052246094,0.5363993644714355,0.18053960800170898,,,0.24166345596313477,3.30698823928833,1.0718421936035156,
Spd_RF2_60_71_1011,60,71,251,,1,1.0,1.0,1.0,,11,11.0,11.0,12.0,,0.013423442840576172,0.6059365272521973,0.2076888084411621,2.0,,0.1484673023223877,1.3318700790405273,0.9746799468994141,0.5984563827514648
Spd_RF2_60_71_1019,60,71,251,,1,1.0,1.0,1.0,,14,14.0,14.0,14.0,,0.015022993087768555,0.5869791507720947,0.20528793334960938,2.0,,0.0849616527557373,1.076430082321167,1.4183220863342285,0.662982702255249
Spd_RF2_60_71_1027,60,71,251,,1,1.0,1.0,1.0,,13,13.0,13.0,14.0,,0.014920711517333984,0.549152135848999,0.21615338325500488,2.0,,0.10812568664550781,1.1689631938934326,1.1427719593048096,0.7962155342102051
Spd_RF2_60_71_1035,60,71,251,,1,1.0,1.0,1.0,,12,12.0,12.0,12.0,,0.015166044235229492,0.6128146648406982,0.2183089256286621,2.0,,0.08689022064208984,1.517087697982788,2.1284470558166504,0.6986844539642334
Spd_RF2_60_71_1043,60,71,251,,1,1.0,1.0,1.0,,15,15.0,15.0,15.0,,0.014191865921020508,0.6735830307006836,0.19936275482177734,2.0,,0.07286524772644043,0.890399694442749,0.82887864112854,0.7607669830322266
Spd_RF2_60_83_1051,60,83,263,,1,1.0,1.0,1.0,,8,8.0,8.0,12.0,,0.016997814178466797,0.7688591480255127,0.22693109512329102,5.0,,0.25682759284973145,6.04210352897644,3.648291826248169,1.6505582332611084
Spd_RF2_60_83_1059,60,83,263,,1,1.0,1.0,1.0,,7,7.0,7.0,9.0,,0.016012191772460938,0.7857182025909424,0.22825145721435547,4.0,,0.11571550369262695,3.038863182067871,2.2152175903320312,1.2685942649841309
Spd_RF2_60_83_1067,60,83,263,,1,1.0,1.0,1.0,,8,8.0,8.0,11.0,,0.01600360870361328,0.8400008678436279,0.22394704818725586,3.0,,0.15737032890319824,4.164523124694824,2.1673128604888916,1.1864972114562988
Spd_RF2_60_83_1075,60,83,263,,1,1.0,1.0,1.0,,10,10.0,10.0,11.0,,0.016796350479125977,0.7735366821289062,0.262066125869751,3.0,,0.12946343421936035,4.862489700317383,2.3683252334594727,1.1291909217834473
Spd_RF2_60_83_1083,60,83,263,,1,1.0,1.0,1.0,,8,8.0,8.0,10.0,,0.016103506088256836,0.9851012229919434,0.2511472702026367,4.0,,0.1614532470703125,2.3060142993927,1.772308111190796,1.0956900119781494
Spd_RF2_60_95_1091,60,95,275,,1,1.0,1.0,1.0,,7,7.0,7.0,7.0,,0.01800537109375,0.786444902420044,0.2912936210632324,2.0,,0.3008134365081787,4.358556032180786,9.114282369613647,1.4050023555755615
Spd_RF2_60_95_1099,60,95,275,,1,1.0,1.0,1.0,,5,5.0,5.0,8.0,,0.01699972152709961,0.815863847732544,0.2890353202819824,4.0,,0.22447681427001953,2.8147289752960205,3.3848798274993896,1.7604877948760986
Spd_RF2_60_95_1107,60,95,275,,1,1.0,1.0,1.0,,3,3.0,3.0,5.0,,0.017004966735839844,0.742300271987915,0.25690245628356934,2.0,,0.18767333030700684,7.085156440734863,12.606735944747925,2.207651376724243
Spd_RF2_60_95_1115,60,95,275,,1,1.0,1.0,1.0,,7,7.0,7.0,10.0,,0.01690363883972168,1.2944660186767578,0.2746269702911377,7.0,,0.18707966804504395,5.600727796554565,4.275568723678589,1.8049614429473877
Spd_RF2_60_95_1123,60,95,275,,1,1.0,1.0,1.0,,5,5.0,5.0,6.0,,0.01792764663696289,0.7429704666137695,0.2828645706176758,2.0,,0.3737363815307617,7.642085075378418,6.331961393356323,1.3531074523925781
Spd_RF2_60_107_1131,60,107,287,,1,1.0,1.0,1.0,,3,3.0,3.0,4.0,,0.019031524658203125,1.4709675312042236,0.31250476837158203,2.0,,0.23981952667236328,66.92701768875122,22.55175256729126,1.6224932670593262
Spd_RF2_60_107_1139,60,107,287,,1,1.0,1.0,1.0,,4,4.0,4.0,8.0,,0.019463300704956055,1.0749602317810059,0.28801751136779785,4.0,,0.18429207801818848,30.869885444641113,29.351142168045044,1.6208925247192383
Spd_RF2_60_107_1147,60,107,287,,1,1.0,1.0,1.0,,3,3.0,3.0,6.0,,0.01844048500061035,0.8421273231506348,0.7093331813812256,3.0,,0.5245366096496582,51.132341384887695,15.395061731338501,1.7475430965423584
Spd_RF2_60_107_1155,60,107,287,,1,1.0,1.0,1.0,,4,4.0,4.0,8.0,,0.021060466766357422,0.9239892959594727,0.45148491859436035,3.0,,0.17978692054748535,76.22300362586975,8.563651323318481,1.9002766609191895
Spd_RF2_60_107_1163,60,107,287,,1,1.0,1.0,1.0,,3,3.0,3.0,5.0,,0.019710302352905273,0.85233473777771,0.31545162200927734,2.0,,0.4011218547821045,78.6119487285614,41.766950368881226,1.568589210510254
Spd_RF2_60_119_1171,60,119,299,,1,1.0,1.0,1.0,,2,2.0,2.0,3.0,,0.02162027359008789,0.9172239303588867,0.31621694564819336,2.0,,0.35218191146850586,70.4055244922638,16.17682147026062,1.8098106384277344
Spd_RF2_60_119_1179,60,119,299,,1,1.0,1.0,,,2,2.0,2.0,,,0.021773338317871094,0.8961162567138672,0.3376610279083252,,,0.40393519401550293,29.766958713531494,11.023454427719116,
Spd_RF2_60_119_1187,60,119,299,,1,1.0,1.0,1.0,,1,1.0,1.0,2.0,,0.02100539207458496,0.9127709865570068,0.33390069007873535,2.0,,0.6609592437744141,12.786364316940308,3.409008264541626,1.6413764953613281
Spd_RF2_60_119_1195,60,119,299,,1,1.0,1.0,1.0,,1,1.0,1.0,6.0,,0.01957392692565918,0.8886680603027344,0.3414130210876465,5.0,,0.5478627681732178,97.1802830696106,31.740289211273193,1.916930913925171
Spd_RF2_60_119_1203,60,119,299,,1,1.0,1.0,,,2,2.0,2.0,,,0.022600173950195312,0.9649298191070557,0.3368527889251709,,,0.29375171661376953,8.775941848754883,6.258182525634766,
Spd_RF2_80_93_1411,80,93,293,,1,1.0,1.0,1.0,,16,16.0,16.0,17.0,,0.02520012855529785,1.122178316116333,0.3715364933013916,3.0,,0.20856285095214844,4.020196914672852,5.057252407073975,0.8882930278778076
Spd_RF2_80_93_1419,80,93,293,,1,1.0,1.0,1.0,,16,16.0,16.0,17.0,,0.017004966735839844,1.0456974506378174,0.34906625747680664,2.0,,0.14200806617736816,2.3563320636749268,2.058361530303955,0.7550067901611328
Spd_RF2_80_93_1427,80,93,293,,1,1.0,1.0,1.0,,17,17.0,17.0,18.0,,0.019550323486328125,0.9690365791320801,0.3718099594116211,2.0,,0.1341383457183838,1.7824318408966064,1.8993792533874512,0.8626842498779297
Spd_RF2_80_93_1435,80,93,293,,1,1.0,1.0,1.0,,16,16.0,16.0,16.0,,0.019005537033081055,1.0271801948547363,0.3784763813018799,2.0,,0.22874116897583008,2.258504867553711,1.4873290061950684,0.8604612350463867
Spd_RF2_80_93_1443,80,93,293,,1,1.0,1.0,1.0,,17,17.0,17.0,18.0,,0.018004894256591797,1.5097308158874512,0.3488144874572754,3.0,,0.23743915557861328,3.325324058532715,1.3745670318603516,0.9935407638549805
Spd_RF2_80_106_1451,80,106,306,,1,1.0,1.0,1.0,,11,11.0,11.0,13.0,,0.019999980926513672,1.3898682594299316,0.4102327823638916,3.0,,0.19210243225097656,14.657280445098877,3.930800199508667,1.1908724308013916
Spd_RF2_80_106_1459,80,106,306,,1,1.0,1.0,1.0,,12,12.0,12.0,15.0,,0.020999670028686523,1.062662124633789,0.4208076000213623,3.0,,0.17738890647888184,3.3101916313171387,6.886178970336914,0.9788248538970947
Spd_RF2_80_106_1467,80,106,306,,1,1.0,1.0,1.0,,13,13.0,13.0,14.0,,0.020999908447265625,1.2041444778442383,0.4233884811401367,3.0,,0.6727662086486816,6.95224404335022,14.366449356079102,1.0033960342407227
Spd_RF2_80_106_1475,80,106,306,,1,1.0,1.0,1.0,,12,12.0,12.0,14.0,,0.019999265670776367,1.2438273429870605,0.41332364082336426,6.0,,0.13800311088562012,2.402416229248047,10.75043797492981,1.523432731628418
Spd_RF2_80_106_1483,80,106,306,,1,1.0,1.0,1.0,,12,12.0,12.0,15.0,,0.021996259689331055,1.457425594329834,0.42272090911865234,6.0,,0.4908273220062256,6.049986124038696,12.902653455734253,1.4061226844787598
Spd_RF2_80_120_1491,80,120,320,,1,1.0,1.0,1.0,,8,8.0,8.0,10.0,,0.029784202575683594,1.3667798042297363,0.4298844337463379,5.0,,0.3429296016693115,49.506653785705566,32.70955443382263,1.6113629341125488
Spd_RF2_80_120_1499,80,120,320,,1,1.0,1.0,1.0,,8,8.0,8.0,12.0,,0.02295827865600586,1.373887300491333,0.44058990478515625,5.0,,0.5116965770721436,26.315248012542725,22.898837089538574,1.6616508960723877
Spd_RF2_80_120_1507,80,120,320,,1,1.0,1.0,1.0,,8,8.0,8.0,10.0,,0.023995399475097656,1.4602386951446533,0.4634566307067871,3.0,,0.7719314098358154,123.15458822250366,16.923441886901855,1.2822225093841553
Spd_RF2_80_120_1515,80,120,320,,1,1.0,1.0,1.0,,10,10.0,10.0,13.0,,0.02100992202758789,1.2703447341918945,0.43419718742370605,4.0,,0.26520371437072754,62.214913845062256,23.72200059890747,1.4436252117156982
Spd_RF2_80_120_1523,80,120,320,,1,1.0,1.0,1.0,,10,10.0,10.0,14.0,,0.021999120712280273,1.3768773078918457,0.46680450439453125,3.0,,0.605837345123291,60.023189306259155,35.12280988693237,1.3577089309692383
Spd_RF2_80_133_1531,80,133,333,,1,1.0,1.0,1.0,,6,6.0,6.0,6.0,,0.02361893653869629,1.4780030250549316,0.5324268341064453,2.0,,1.7329180240631104,467.28913283348083,77.49491500854492,1.381260871887207
Spd_RF2_80_133_1539,80,133,333,,1,1.0,1.0,1.0,,6,6.0,6.0,10.0,,0.02200460433959961,0.8992071151733398,0.5108346939086914,5.0,,0.793550968170166,108.09646272659302,23.337595462799072,1.8863270282745361
Spd_RF2_80_133_1547,80,133,333,,1,1.0,1.0,1.0,,4,4.0,4.0,11.0,,0.024004459381103516,0.8705041408538818,0.47097134590148926,10.0,,0.43918943405151367,58.62389278411865,52.13410449028015,2.574617385864258
Spd_RF2_80_133_1555,80,133,333,,1,1.0,1.0,1.0,,5,5.0,5.0,6.0,,0.024522066116333008,1.0016043186187744,0.5144116878509521,2.0,,0.5133633613586426,35.173903703689575,10.67183256149292,1.474550724029541
Spd_RF2_80_133_1563,80,133,333,,1,1.0,1.0,1.0,,7,7.0,7.0,10.0,,0.02300262451171875,1.0712971687316895,0.48595547676086426,3.0,,0.6151371002197266,85.68597507476807,19.116288900375366,1.7148027420043945
Spd_RF2_80_147_1571,80,147,347,,1,1.0,1.0,1.0,,2,2.0,2.0,3.0,,0.025142431259155273,0.9737734794616699,0.5888524055480957,2.0,,0.7109165191650391,58.252902030944824,47.97258520126343,2.2300703525543213
Spd_RF2_80_147_1579,80,147,347,,1,1.0,1.0,1.0,,4,4.0,4.0,10.0,,0.025487422943115234,1.028916835784912,0.5548057556152344,5.0,,0.21041202545166016,188.1907036304474,8.156159162521362,2.168186664581299
Spd_RF2_80_147_1587,80,147,347,,1,1.0,1.0,1.0,,4,4.0,4.0,9.0,,0.02599930763244629,0.998272180557251,0.5522348880767822,9.0,,0.9218811988830566,78.36241316795349,91.31082439422607,2.714728593826294
Spd_RF2_80_147_1595,80,147,347,,1,1.0,1.0,,,4,4.0,4.0,,,0.025391578674316406,0.9217770099639893,0.5275771617889404,,,0.8524494171142578,41.35391926765442,67.93722701072693,
Spd_RF2_80_147_1603,80,147,347,,1,1.0,1.0,1.0,,3,3.0,3.0,14.0,,0.0250091552734375,0.9783577919006348,0.5225317478179932,8.0,,0.26996588706970215,72.60137128829956,65.52078342437744,2.8265531063079834
Spd_RF2_100_114_1811,100,114,334,,1,1.0,1.0,1.0,,26,26.0,26.0,26.0,,0.05506563186645508,0.920640230178833,0.63309645652771,4.0,,0.34197139739990234,3.3097596168518066,4.236124038696289,1.269993543624878
Spd_RF2_100_114_1819,100,114,334,,1,1.0,1.0,1.0,,23,23.0,22.0,24.0,,0.03860306739807129,0.913245439529419,0.5495121479034424,2.0,,0.26214051246643066,2.5512852668762207,5.027211904525757,1.084395170211792
Spd_RF2_100_114_1827,100,114,334,,1,1.0,1.0,1.0,,23,23.0,23.0,25.0,,0.03900432586669922,0.8784406185150146,0.565803050994873,5.0,,0.27509045600891113,2.948829174041748,5.937379360198975,1.1192457675933838
Spd_RF2_100_114_1835,100,114,334,,1,1.0,1.0,1.0,,23,23.0,23.0,25.0,,0.042017459869384766,0.8866298198699951,0.5932018756866455,2.0,,0.24874281883239746,1.985738754272461,5.679292678833008,1.0167598724365234
Spd_RF2_100_114_1843,100,114,334,,1,1.0,1.0,1.0,,24,24.0,24.0,25.0,,0.04011893272399902,0.8595726490020752,0.5983254909515381,4.0,,0.45583271980285645,4.705082416534424,7.215898752212524,0.9784021377563477
Spd_RF2_100_129_1851,100,129,349,,1,1.0,1.0,1.0,,18,18.0,18.0,19.0,,0.043003082275390625,1.0270061492919922,0.6678709983825684,3.0,,0.6538863182067871,36.450188398361206,37.15105199813843,1.4351656436920166
Spd_RF2_100_129_1859,100,129,349,,1,1.0,1.0,1.0,,16,16.0,15.0,19.0,,0.04686927795410156,1.0191092491149902,0.6495392322540283,3.0,,0.8320267200469971,23.71991539001465,16.890737295150757,1.0871658325195312
Spd_RF2_100_129_1867,100,129,349,,1,1.0,1.0,1.0,,17,17.0,17.0,17.0,,0.054277658462524414,1.0171358585357666,0.6717257499694824,2.0,,0.5468454360961914,6.659804821014404,18.20954418182373,1.4273295402526855
Spd_RF2_100_129_1875,100,129,349,,1,1.0,1.0,1.0,,16,16.0,16.0,18.0,,0.04098916053771973,1.0000910758972168,0.6557750701904297,5.0,,0.26552724838256836,33.55067324638367,44.26750683784485,1.8896522521972656
Spd_RF2_100_129_1883,100,129,349,,1,1.0,1.0,1.0,,15,15.0,15.0,17.0,,0.055657386779785156,1.0279827117919922,0.632887601852417,2.0,,0.4966428279876709,4.5880749225616455,22.75587296485901,1.6229586601257324
Spd_RF2_100_144_1891,100,144,364,,1,1.0,1.0,1.0,,12,12.0,12.0,17.0,,0.04552507400512695,1.1454062461853027,0.7175357341766357,3.0,,0.8374884128570557,167.43970441818237,54.458507776260376,1.9150140285491943
Spd_RF2_100_144_1899,100,144,364,,1,1.0,1.0,1.0,,11,11.0,10.0,16.0,,0.04858541488647461,1.1055078506469727,0.7070608139038086,2.0,,1.4825973510742188,209.59149479866028,273.0222771167755,1.899055004119873
Spd_RF2_100_144_1907,100,144,364,,1,1.0,1.0,1.0,,14,14.0,14.0,18.0,,0.052274465560913086,1.1245934963226318,1.3325235843658447,3.0,,0.8125252723693848,11.767263412475586,64.14266467094421,2.2298684120178223
Spd_RF2_100_144_1915,100,144,364,,1,1.0,1.0,1.0,,9,9.0,8.0,12.0,,0.04658317565917969,1.187349796295166,2.0712828636169434,3.0,,0.7460393905639648,63.91480731964111,115.58926606178284,1.7133243083953857
Spd_RF2_100_144_1923,100,144,364,,1,1.0,1.0,1.0,,13,13.0,13.0,17.0,,0.047052860260009766,1.169041395187378,1.8923587799072266,5.0,,0.9728438854217529,91.91533303260803,52.004432916641235,2.0001158714294434
Spd_RF2_100_159_1931,100,159,379,,1,1.0,1.0,1.0,,8,8.0,8.0,12.0,,0.05218029022216797,1.211609125137329,0.829432487487793,7.0,,0.9625813961029053,127.81733012199402,123.71203255653381,2.8105475902557373
Spd_RF2_100_159_1939,100,159,379,,1,1.0,1.0,,,9,9.0,9.0,,,0.05761432647705078,1.182356834411621,1.278808355331421,,,1.1646435260772705,128.18168020248413,156.63904190063477,
Spd_RF2_100_159_1947,100,159,379,,1,1.0,1.0,1.0,,7,7.0,7.0,11.0,,0.05112743377685547,1.169978141784668,0.7451295852661133,9.0,,4.01371955871582,192.90896034240723,167.92880201339722,2.9224801063537598
Spd_RF2_100_159_1955,100,159,379,,1,1.0,1.0,1.0,,8,8.0,8.0,20.0,,0.06527924537658691,1.169154405593872,0.8647167682647705,12.0,,1.1261847019195557,231.91097116470337,72.74994421005249,3.2867319583892822
Spd_RF2_100_159_1963,100,159,379,,1,1.0,1.0,1.0,,10,10.0,10.0,17.0,,0.06805181503295898,1.1750929355621338,0.8046424388885498,5.0,,0.568744421005249,80.6843273639679,120.80659675598145,2.634413957595825
Spd_RF2_100_174_1971,100,174,394,,1,1.0,1.0,,,6,6.0,6.0,,,0.0685272216796875,1.319796085357666,0.865429162979126,,,2.0302634239196777,310.4053521156311,76.39662718772888,
Spd_RF2_100_174_1979,100,174,394,,1,1.0,1.0,1.0,,6,6.0,6.0,17.0,,0.06111931800842285,1.3895368576049805,0.8451662063598633,25.0,,4.054330587387085,889.8196296691895,395.1682975292206,5.160804510116577
Spd_RF2_100_174_1987,100,174,394,,1,1.0,1.0,1.0,,8,8.0,9.0,13.0,,0.053192138671875,1.3109166622161865,0.8647754192352295,3.0,,1.6628437042236328,550.69824385643,395.27698016166687,2.6515347957611084
Spd_RF2_100_174_1995,100,174,394,,1,1.0,1.0,1.0,,7,7.0,7.0,18.0,,0.07687568664550781,1.3045198917388916,0.8770735263824463,12.0,,1.2311069965362549,239.276437997818,283.30183696746826,3.9403069019317627
Spd_RF2_100_174_2003,100,174,394,,1,1.0,1.0,1.0,,4,4.0,4.0,13.0,,0.05269360542297363,1.4442005157470703,0.8132257461547852,7.0,,1.6263096332550049,94.16107845306396,137.70484519004822,2.7696897983551025
Spd_RF2_120_136_2211,120,136,376,,1,1.0,1.0,1.0,,30,30.0,30.0,32.0,,0.048127174377441406,1.3331079483032227,0.8976459503173828,3.0,,0.22995781898498535,4.328538417816162,4.917393684387207,1.0596439838409424
Spd_RF2_120_136_2219,120,136,376,,1,1.0,1.0,1.0,,29,29.0,29.0,31.0,,0.05468583106994629,1.3472096920013428,0.8113293647766113,4.0,,0.5227456092834473,2.738074541091919,13.145002841949463,1.1262056827545166
Spd_RF2_120_136_2227,120,136,376,,1,1.0,1.0,1.0,,29,29.0,29.0,31.0,,0.053681135177612305,1.3883421421051025,0.8721919059753418,3.0,,0.3654603958129883,4.921739339828491,8.479418992996216,1.0832655429840088
