,Nb sommets,Nb aretes,Time_limit,Statut_exp,Statut_CP,Statut_CPM,Statut_Martin,Statut_cycle,Objectif_exp,Objectif_CP,Objectif_CPM,Objectif_Martin,Objectif_cycle,Ecriture_exp,Ecriture_CP,Ecriture_CPM,Ecriture_Martin,Ecriture_cycle,Resolution_exp,Resolution_CP,Resolution_CPM,Resolution_Martin,Resolution_cycle
Spd_RF2_120_136_2235,120,136,376,,1,1.0,1.0,1.0,,30,30.0,30.0,33.0,,0.046610355377197266,1.3914551734924316,0.8622167110443115,4.0,,0.33737945556640625,22.778794527053833,31.611388683319092,1.6080620288848877
Spd_RF2_120_136_2243,120,136,376,,1,1.0,1.0,1.0,,30,30.0,30.0,30.0,,0.06505107879638672,1.340355634689331,0.9167823791503906,2.0,,0.6689929962158203,5.8615641593933105,7.9414732456207275,1.0347371101379395
Spd_RF2_120_152_2251,120,152,392,,1,1.0,1.0,1.0,,21,21.0,21.0,24.0,,0.05365562438964844,1.4515786170959473,0.9506020545959473,4.0,,0.8777222633361816,18.009589672088623,63.80782198905945,1.479219675064087
Spd_RF2_120_152_2259,120,152,392,,1,1.0,1.0,1.0,,22,22.0,22.0,26.0,,0.05252718925476074,1.4218871593475342,0.9156253337860107,4.0,,0.6834437847137451,4.926908493041992,49.28459024429321,1.6106986999511719
Spd_RF2_120_152_2267,120,152,392,,1,1.0,1.0,1.0,,22,22.0,22.0,26.0,,0.05453610420227051,1.4759821891784668,0.9541215896606445,4.0,,0.622581958770752,50.99559497833252,64.23322415351868,1.8328931331634521
Spd_RF2_120_152_2275,120,152,392,,1,1.0,1.0,1.0,,21,21.0,20.0,24.0,,0.06765556335449219,1.451664686203003,0.9281747341156006,3.0,,0.68001389503479,56.55241370201111,67.20950603485107,1.8710558414459229
Spd_RF2_120_152_2283,120,152,392,,1,1.0,1.0,1.0,,23,23.0,23.0,25.0,,0.06871223449707031,1.4711461067199707,0.9696567058563232,6.0,,0.4154670238494873,12.283324718475342,68.73306655883789,1.8461620807647705
Spd_RF2_120_169_2291,120,169,409,,1,1.0,1.0,1.0,,17,17.0,17.0,23.0,,0.09259867668151855,1.6495683193206787,1.019148826599121,8.0,,1.4120731353759766,413.5904338359833,152.17403435707092,3.141744375228882
Spd_RF2_120_169_2299,120,169,409,,1,1.0,1.0,1.0,,16,16.0,16.0,22.0,,0.05553889274597168,2.689574718475342,1.0629870891571045,5.0,,1.096074104309082,358.7543156147003,209.27907252311707,2.0617494583129883
Spd_RF2_120_169_2307,120,169,409,,1,1.0,1.0,1.0,,14,14.0,15.0,19.0,,0.054524898529052734,2.208235263824463,1.01002836227417,8.0,,0.9601802825927734,280.101149559021,410.39379692077637,3.200291156768799
Spd_RF2_120_169_2315,120,169,409,,1,1.0,1.0,1.0,,17,17.0,17.0,22.0,,0.05640602111816406,1.898174524307251,1.012882947921753,7.0,,5.366941452026367,2731.142063140869,210.85491013526917,2.8492588996887207
Spd_RF2_120_169_2323,120,169,409,,1,1.0,1.0,1.0,,16,16.0,16.0,22.0,,0.06617593765258789,3.2174689769744873,1.0135488510131836,5.0,,1.5050511360168457,9.976372957229614,71.37557363510132,2.2963943481445312
Spd_RF2_120_185_2331,120,185,425,,1,1.0,1.0,1.0,,11,12.0,12.0,24.0,,0.07258725166320801,1.7978973388671875,1.2405920028686523,15.0,,8.926944971084595,612.1892726421356,426.62475204467773,5.662091255187988
Spd_RF2_120_185_2339,120,185,425,,1,1.0,1.0,1.0,,12,14.0,12.0,18.0,,0.062053680419921875,1.7456958293914795,1.089081048965454,20.0,,2.8566102981567383,612.3138236999512,426.509480714798,4.70732855796814
Spd_RF2_120_185_2347,120,185,425,,1,1.0,1.0,1.0,,13,13.0,13.0,16.0,,0.07653331756591797,1.83609938621521,1.10831880569458,5.0,,0.9843156337738037,225.59289240837097,426.4980483055115,2.3150644302368164
Spd_RF2_120_185_2355,120,185,425,,1,1.0,1.0,1.0,,10,11.0,10.0,16.0,,0.062067508697509766,2.2120521068573,1.1405718326568604,6.0,,1.60866379737854,612.6205422878265,426.52948021888733,2.9053664207458496
Spd_RF2_120_185_2363,120,185,425,,1,1.0,1.0,1.0,,12,14.0,12.0,19.0,,0.060004472732543945,3.584841012954712,1.1793508529663086,5.0,,2.443073034286499,613.082099199295,281.6413598060608,2.2229244709014893
Spd_RF2_120_202_2371,120,202,442,,1,1.0,1.0,,,7,9.0,8.0,,,0.07646584510803223,3.9143357276916504,1.1754050254821777,,,16.01816201210022,647.330325126648,443.693412065506,
Spd_RF2_120_202_2379,120,202,442,,1,1.0,1.0,,,12,14.0,13.0,,,0.0631551742553711,3.0616250038146973,1.225520133972168,,,3.0014052391052246,647.3015179634094,444.0155825614929,
Spd_RF2_120_202_2387,120,202,442,,1,1.0,1.0,1.0,,8,10.0,9.0,14.0,,0.06262397766113281,2.928650140762329,1.8745579719543457,5.0,,5.778028726577759,647.4732961654663,444.44634652137756,2.5716497898101807
Spd_RF2_120_202_2395,120,202,442,,1,1.0,1.0,1.0,,7,11.0,32.0,12.0,,0.061063289642333984,2.9074509143829346,2.128268003463745,5.0,,6.143433570861816,647.3995151519775,444.5464062690735,3.101496696472168
Spd_RF2_120_202_2403,120,202,442,,1,1.0,1.0,,,9,11.0,10.0,,,0.11837244033813477,3.5166232585906982,2.052729606628418,,,4.071985244750977,647.2991924285889,444.97493171691895,
Spd_RF2_140_157_2611,140,157,417,,1,1.0,1.0,1.0,,35,35.0,35.0,35.0,,0.06238913536071777,2.8493497371673584,1.884065866470337,3.0,,0.3826260566711426,16.997701168060303,55.65831279754639,1.2973847389221191
Spd_RF2_140_157_2619,140,157,417,,1,1.0,1.0,1.0,,34,34.0,34.0,38.0,,0.06003737449645996,3.0272481441497803,1.89105224609375,5.0,,0.5906333923339844,18.95703649520874,29.73407816886902,1.2997987270355225
Spd_RF2_140_157_2627,140,157,417,,1,1.0,1.0,1.0,,35,35.0,35.0,37.0,,0.07255697250366211,1.8194739818572998,1.9062931537628174,6.0,,0.9581880569458008,59.22859001159668,139.7686161994934,1.624462366104126
Spd_RF2_140_157_2635,140,157,417,,1,1.0,1.0,1.0,,34,34.0,34.0,35.0,,0.0635371208190918,2.8510470390319824,2.0144829750061035,4.0,,0.6016206741333008,8.940825462341309,23.860921382904053,1.2052240371704102
Spd_RF2_140_157_2643,140,157,417,,1,1.0,1.0,1.0,,33,33.0,33.0,34.0,,0.05518937110900879,2.8034110069274902,1.7727069854736328,2.0,,3.033585548400879,7.554556369781494,26.373074054718018,1.0374584197998047
Spd_RF2_140_175_2651,140,175,435,,1,1.0,1.0,1.0,,24,24.0,23.0,30.0,,0.14102935791015625,3.1800875663757324,2.0455336570739746,10.0,,1.7085294723510742,169.48453402519226,127.20261120796204,1.993208885192871
Spd_RF2_140_175_2659,140,175,435,,1,1.0,1.0,1.0,,27,27.0,27.0,30.0,,0.06217312812805176,2.903921127319336,2.0028090476989746,5.0,,0.7874858379364014,196.42647910118103,151.3412322998047,1.8722164630889893
Spd_RF2_140_175_2667,140,175,435,,1,1.0,1.0,1.0,,26,26.0,26.0,30.0,,0.05864429473876953,3.128743886947632,2.085096597671509,4.0,,1.8371188640594482,613.5420527458191,310.9752788543701,2.212437629699707
Spd_RF2_140_175_2675,140,175,435,,1,1.0,1.0,1.0,,25,25.0,25.0,28.0,,0.06518149375915527,3.092095375061035,2.4345898628234863,3.0,,0.7467958927154541,203.9621741771698,289.3577342033386,1.7854838371276855
Spd_RF2_140_175_2683,140,175,435,,1,1.0,1.0,1.0,,27,27.0,27.0,34.0,,0.058129072189331055,3.134753704071045,2.072089672088623,8.0,,0.7595489025115967,105.45574998855591,134.44791913032532,1.9786229133605957
Spd_RF2_140_193_2691,140,193,453,,1,1.0,1.0,1.0,,18,18.0,18.0,23.0,,0.062042236328125,3.841975688934326,2.223154067993164,5.0,,0.9456403255462646,464.35019278526306,353.43747115135193,2.4579687118530273
Spd_RF2_140_193_2699,140,193,453,,1,1.0,1.0,1.0,,18,19.0,20.0,24.0,,0.06406474113464355,2.6369519233703613,2.312481641769409,4.0,,12.981233596801758,649.6085269451141,455.74540519714355,2.413677215576172
Spd_RF2_140_193_2707,140,193,453,,1,1.0,1.0,1.0,,19,19.0,20.0,28.0,,0.047408103942871094,3.709427833557129,2.8171446323394775,23.0,,1.3343079090118408,615.9142677783966,455.59998846054077,5.695830821990967
Spd_RF2_140_193_2715,140,193,453,,1,1.0,1.0,,,20,22.0,23.0,,,0.0399022102355957,2.3275249004364014,2.265979051589966,,,4.903188943862915,648.9496066570282,455.66338872909546,
Spd_RF2_140_193_2723,140,193,453,,1,1.0,1.0,1.0,,19,21.0,21.0,23.0,,0.0392916202545166,2.3245670795440674,2.3586361408233643,10.0,,4.411810636520386,648.8362221717834,455.7481920719147,2.378309965133667
Spd_RF2_140_211_2731,140,211,471,,1,1.0,1.0,1.0,,14,17.0,17.0,23.0,,0.04391193389892578,2.5938034057617188,2.4993560314178467,18.0,,1.6447556018829346,685.0860829353333,474.41753911972046,4.536217927932739
Spd_RF2_140_211_2739,140,211,471,,1,1.0,1.0,1.0,,17,20.0,22.0,20.0,,0.050276756286621094,2.6579205989837646,2.403404951095581,13.0,,8.698819160461426,685.1076302528381,473.8663065433502,3.8675308227539062
Spd_RF2_140_211_2747,140,211,471,,1,1.0,1.0,1.0,,16,21.0,16.0,22.0,,0.04172635078430176,2.537062406539917,2.402766227722168,10.0,,2.7927021980285645,685.2238974571228,473.46437096595764,3.0761570930480957
Spd_RF2_140_211_2755,140,211,471,,1,1.0,1.0,1.0,,14,14.0,15.0,23.0,,0.03873586654663086,2.5401620864868164,1.6852846145629883,8.0,,0.5048608779907227,243.59435868263245,473.0246112346649,2.783620595932007
Spd_RF2_140_211_2763,140,211,471,,1,1.0,1.0,1.0,,15,17.0,17.0,21.0,,0.04334092140197754,3.8298683166503906,1.5357179641723633,4.0,,4.555907964706421,686.4911630153656,473.5977749824524,2.9338176250457764
Spd_RF2_140_229_2771,140,229,489,,1,1.0,1.0,1.0,,10,11.0,15.0,13.0,,0.041886329650878906,6.0179266929626465,3.3383536338806152,3.0,,2.4851953983306885,723.9694747924805,492.0590708255768,3.157799482345581
Spd_RF2_140_229_2779,140,229,489,,1,1.0,1.0,1.0,,9,15.0,13.0,21.0,,0.07358002662658691,2.7743823528289795,3.7255799770355225,26.0,,9.443459510803223,721.5388956069946,492.4148499965668,6.259475469589233
Spd_RF2_140_229_2787,140,229,489,,1,1.0,1.0,1.0,,11,16.0,18.0,21.0,,0.040627479553222656,2.547609567642212,2.600823163986206,11.0,,8.9109046459198,721.2977902889252,492.45902729034424,3.615293264389038
Spd_RF2_140_229_2795,140,229,489,,1,1.0,1.0,1.0,,11,26.0,36.0,23.0,,0.04060077667236328,2.9745490550994873,2.9792063236236572,16.0,,4.344926595687866,721.2890884876251,491.844441652298,5.175250291824341
Spd_RF2_140_229_2803,140,229,489,,1,1.0,1.0,1.0,,12,14.0,13.0,27.0,,0.07620382308959961,2.552398443222046,1.7060868740081787,16.0,,7.693564414978027,721.1930406093597,492.70787239074707,4.335871934890747
Spd_RF2_160_179_3011,160,179,459,,1,1.0,1.0,1.0,,39,39.0,39.0,42.0,,0.03458690643310547,2.5202927589416504,2.073312759399414,3.0,,0.2869439125061035,22.73090100288391,104.46017932891846,1.151177167892456
Spd_RF2_160_179_3019,160,179,459,,1,1.0,1.0,1.0,,39,39.0,39.0,42.0,,0.03446602821350098,2.4413883686065674,1.5542950630187988,4.0,,0.4423990249633789,10.830132722854614,52.8130738735199,1.2315497398376465
Spd_RF2_160_179_3027,160,179,459,,1,1.0,1.0,1.0,,41,41.0,41.0,43.0,,0.03399920463562012,2.5001189708709717,1.659820795059204,3.0,,0.412076473236084,78.16256666183472,193.61376452445984,1.2296862602233887
Spd_RF2_160_179_3035,160,179,459,,1,1.0,1.0,1.0,,40,40.0,40.0,40.0,,0.033831119537353516,2.4612393379211426,1.5434989929199219,3.0,,0.34481215476989746,68.04333114624023,63.040932178497314,1.1435844898223877
Spd_RF2_160_179_3043,160,179,459,,1,1.0,1.0,1.0,,40,40.0,40.0,41.0,,0.06174898147583008,2.4953465461730957,1.7309224605560303,3.0,,0.26937294006347656,6.527996778488159,24.81539034843445,1.17750883102417
Spd_RF2_160_198_3051,160,198,478,,1,1.0,1.0,1.0,,32,32.0,32.0,39.0,,0.03951382637023926,2.6580421924591064,1.7061748504638672,7.0,,0.32260680198669434,235.36398363113403,482.5005466938019,2.641864776611328
Spd_RF2_160_198_3059,160,198,478,,1,1.0,1.0,1.0,,29,29.0,32.0,36.0,,0.038878679275512695,2.6195976734161377,3.241617202758789,9.0,,3.142716884613037,596.1142892837524,481.7258245944977,2.7492291927337646
Spd_RF2_160_198_3067,160,198,478,,1,1.0,1.0,1.0,,32,33.0,32.0,35.0,,0.04437756538391113,2.71189546585083,3.353020668029785,12.0,,0.486339807510376,679.444041967392,215.48012590408325,2.821039915084839
Spd_RF2_160_198_3075,160,198,478,,1,1.0,1.0,1.0,,31,31.0,33.0,36.0,,0.03783559799194336,2.887946367263794,1.7655951976776123,4.0,,6.83106541633606,679.1290423870087,480.7088677883148,2.2906038761138916
Spd_RF2_160_198_3083,160,198,478,,1,1.0,1.0,1.0,,32,32.0,34.0,37.0,,0.03952145576477051,2.5807673931121826,2.7203848361968994,4.0,,1.1849801540374756,679.1952660083771,480.57689452171326,1.7610104084014893
Spd_RF2_160_218_3091,160,218,498,,1,1.0,1.0,1.0,,22,22.0,23.0,27.0,,0.04582691192626953,2.9003472328186035,1.8766522407531738,9.0,,7.072170972824097,273.6446852684021,500.5205943584442,2.6781022548675537
Spd_RF2_160_218_3099,160,218,498,,1,1.0,1.0,1.0,,25,26.0,27.0,34.0,,0.04172992706298828,2.846668004989624,1.8736627101898193,11.0,,0.8893165588378906,719.2848370075226,500.37404346466064,3.088714361190796
Spd_RF2_160_218_3107,160,218,498,,1,1.0,1.0,1.0,,21,22.0,23.0,27.0,,0.04071998596191406,2.9593653678894043,1.8049640655517578,4.0,,4.051680326461792,719.3893718719482,500.3219258785248,2.2671079635620117
Spd_RF2_160_218_3115,160,218,498,,1,1.0,1.0,1.0,,24,24.0,26.0,32.0,,0.04161524772644043,2.9116740226745605,1.760972023010254,10.0,,0.8737702369689941,391.4025089740753,500.33001708984375,2.7609782218933105
Spd_RF2_160_218_3123,160,218,498,,1,1.0,1.0,1.0,,25,26.0,26.0,29.0,,0.03882861137390137,2.817997455596924,1.82957124710083,10.0,,0.536013126373291,719.516850233078,500.30446696281433,2.9749255180358887
Spd_RF2_160_237_3131,160,237,517,,1,1.0,1.0,1.0,,20,37.0,25.0,28.0,,0.045807838439941406,3.012969970703125,1.9723172187805176,6.0,,11.381289720535278,757.7508037090302,519.4769275188446,3.989820957183838
Spd_RF2_160_237_3139,160,237,517,,1,1.0,1.0,1.0,,16,18.0,20.0,25.0,,0.045546531677246094,3.001378059387207,1.9186806678771973,11.0,,8.385291337966919,757.7913527488708,519.5841298103333,3.44789457321167
Spd_RF2_160_237_3147,160,237,517,,1,1.0,1.0,1.0,,17,21.0,24.0,28.0,,0.043001413345336914,3.0068178176879883,1.9318721294403076,14.0,,13.044029712677002,757.7448167800903,519.5701940059662,3.795078992843628
Spd_RF2_160_237_3155,160,237,517,,1,1.0,1.0,1.0,,16,22.0,20.0,26.0,,0.041239023208618164,3.1148624420166016,1.9396026134490967,15.0,,11.485758781433105,757.7410209178925,519.6071572303772,4.313500165939331
Spd_RF2_160_237_3163,160,237,517,,1,1.0,1.0,1.0,,18,20.0,22.0,23.0,,0.0415194034576416,3.073519468307495,1.8991262912750244,3.0,,6.338465690612793,757.72616314888,519.4823768138885,3.681983232498169
Spd_RF2_160_257_3171,160,257,537,,1,1.0,1.0,1.0,,16,33.0,21.0,23.0,,0.04425406455993652,3.4149999618530273,2.0700173377990723,6.0,,3.9867963790893555,798.226241350174,540.3398342132568,3.603670358657837
Spd_RF2_160_257_3179,160,257,537,,1,1.0,1.0,1.0,,13,15.0,16.0,27.0,,0.04436612129211426,3.363074779510498,3.216046094894409,8.0,,7.9521095752716064,798.1262447834015,541.3485631942749,3.6464569568634033
Spd_RF2_160_257_3187,160,257,537,,1,1.0,1.0,1.0,,12,37.0,15.0,26.0,,0.0441899299621582,3.294721841812134,2.0919647216796875,17.0,,14.73512887954712,797.989848613739,539.8166100978851,4.998337745666504
Spd_RF2_160_257_3195,160,257,537,,1,1.0,1.0,,,13,15.0,51.0,,,0.04350852966308594,3.3095831871032715,2.08748459815979,,,6.7841551303863525,798.0328488349915,539.6730804443359,
Spd_RF2_160_257_3203,160,257,537,,1,1.0,1.0,1.0,,13,15.0,17.0,24.0,,0.04433560371398926,3.2677230834960938,2.250284194946289,8.0,,9.473594188690186,798.0950365066528,540.3208153247833,3.317397117614746
Spd_RF2_180_200_3411,180,200,500,,1,1.0,,1.0,,47,47.0,,50.0,,0.03982996940612793,3.0471458435058594,,5.0,,0.24886775016784668,31.727137327194214,,1.3100388050079346
Spd_RF2_180_200_3419,180,200,500,,1,1.0,,1.0,,47,47.0,,50.0,,0.03943347930908203,4.538294315338135,,4.0,,0.2844877243041992,50.48796772956848,,1.325195074081421
Spd_RF2_180_200_3427,180,200,500,,1,1.0,,1.0,,47,47.0,,47.0,,0.03903603553771973,3.0347108840942383,,3.0,,0.5095469951629639,55.243467807769775,,1.174222469329834
Spd_RF2_180_200_3435,180,200,500,,1,1.0,,1.0,,46,46.0,,48.0,,0.03799724578857422,2.9812309741973877,,4.0,,0.40180015563964844,98.29704117774963,,1.371267557144165
Spd_RF2_180_200_3443,180,200,500,,1,1.0,,1.0,,45,45.0,,49.0,,0.038877010345458984,2.9406120777130127,,3.0,,0.45734167098999023,98.80886316299438,,1.0713419914245605
Spd_RF2_180_221_3451,180,221,521,,1,1.0,,1.0,,33,34.0,,39.0,,0.042191267013549805,4.14093017578125,,6.0,,3.3116350173950195,747.8833050727844,,2.536186456680298
Spd_RF2_180_221_3459,180,221,521,,1,1.0,,1.0,,36,39.0,,38.0,,0.04005885124206543,3.699629306793213,,2.0,,6.160561561584473,746.4902937412262,,1.758437156677246
Spd_RF2_180_221_3467,180,221,521,,1,1.0,,1.0,,34,34.0,,39.0,,0.0702521800994873,3.8902618885040283,,6.0,,0.6515779495239258,326.22587728500366,,1.8477447032928467
Spd_RF2_180_221_3475,180,221,521,,1,1.0,,1.0,,35,36.0,,41.0,,0.039823055267333984,3.801194667816162,,8.0,,4.5490806102752686,747.5689778327942,,2.3202240467071533
Spd_RF2_180_221_3483,180,221,521,,1,1.0,,1.0,,37,37.0,,42.0,,0.0430450439453125,6.115890741348267,,16.0,,0.5237884521484375,268.39350295066833,,3.79952073097229
Spd_RF2_180_242_3491,180,242,542,,1,1.0,,1.0,,25,28.0,,33.0,,0.04497933387756348,4.1580235958099365,,7.0,,8.334354162216187,788.9590086936951,,3.1391215324401855
Spd_RF2_180_242_3499,180,242,542,,1,1.0,,1.0,,26,27.0,,32.0,,0.044692039489746094,4.149240016937256,,12.0,,6.956974983215332,789.6882543563843,,4.692991018295288
Spd_RF2_180_242_3507,180,242,542,,1,1.0,,1.0,,26,36.0,,32.0,,0.044821739196777344,6.501351356506348,,7.0,,2.9002106189727783,791.1845717430115,,2.841487169265747
Spd_RF2_180_242_3515,180,242,542,,1,1.0,,1.0,,25,28.0,,32.0,,0.045079946517944336,6.612321615219116,,3.0,,3.360405206680298,790.6925840377808,,2.481746196746826
Spd_RF2_180_242_3523,180,242,542,,1,1.0,,1.0,,25,27.0,,32.0,,0.045659542083740234,3.7934515476226807,,8.0,,4.556780576705933,788.4233548641205,,2.744539260864258
Spd_RF2_180_263_3531,180,263,563,,1,1.0,,1.0,,19,24.0,,29.0,,0.04683232307434082,4.100074052810669,,12.0,,17.383182048797607,831.911164522171,,3.15203595161438
Spd_RF2_180_263_3539,180,263,563,,1,1.0,,,,21,41.0,,,,0.04720258712768555,6.480140209197998,,,,2.072315216064453,832.3834447860718,,
Spd_RF2_180_263_3547,180,263,563,,1,1.0,,1.0,,21,22.0,,31.0,,0.04742717742919922,4.001381874084473,,14.0,,4.366401672363281,830.851922750473,,4.202136039733887
Spd_RF2_180_263_3555,180,263,563,,1,1.0,,1.0,,21,36.0,,33.0,,0.04750967025756836,4.1119065284729,,25.0,,8.525346040725708,832.3418302536011,,5.919191598892212
Spd_RF2_180_263_3563,180,263,563,,1,1.0,,1.0,,23,43.0,,30.0,,0.04652142524719238,3.9961724281311035,,11.0,,5.311768054962158,830.7118663787842,,4.072140455245972
Spd_RF2_180_284_3571,180,284,584,,1,1.0,,1.0,,16,21.0,,26.0,,0.05167198181152344,4.48379921913147,,12.0,,24.334043979644775,873.495302438736,,4.927212953567505
Spd_RF2_180_284_3579,180,284,584,,1,1.0,,1.0,,17,20.0,,25.0,,0.05081534385681152,8.363017559051514,,6.0,,21.422117948532104,875.0949475765228,,4.745203971862793
Spd_RF2_180_284_3587,180,284,584,,1,1.0,,1.0,,15,23.0,,22.0,,0.052091121673583984,4.160813331604004,,5.0,,22.08117389678955,873.1661620140076,,4.413831949234009
Spd_RF2_180_284_3595,180,284,584,,1,1.0,,1.0,,20,23.0,,33.0,,0.05024123191833496,4.292240381240845,,27.0,,6.6886396408081055,873.1385111808777,,7.792228937149048
Spd_RF2_180_284_3603,180,284,584,,1,1.0,,1.0,,20,38.0,,27.0,,0.04996228218078613,4.474477529525757,,5.0,,5.485995054244995,873.1345148086548,,5.517632484436035
Spd_RF2_200_222_3811,200,222,542,,1,1.0,1.0,1.0,,51,51.0,51.0,56.0,,0.046278953552246094,3.9263617992401123,2.4911422729492188,2.0,,0.25136470794677734,10.849085569381714,86.08435297012329,1.2591032981872559
Spd_RF2_200_222_3819,200,222,542,,1,1.0,,1.0,,50,50.0,,52.0,,0.04292464256286621,3.949442148208618,,3.0,,0.42997050285339355,13.233310461044312,,1.3486967086791992
Spd_RF2_200_222_3827,200,222,542,,1,1.0,,1.0,,50,50.0,,52.0,,0.05175662040710449,4.068948984146118,,4.0,,0.4278218746185303,144.57861161231995,,1.2088737487792969
Spd_RF2_200_222_3835,200,222,542,,1,1.0,,1.0,,51,51.0,,53.0,,0.04528403282165527,3.929564952850342,,9.0,,0.3208956718444824,134.61825823783875,,1.7890584468841553
Spd_RF2_200_222_3843,200,222,542,,1,1.0,,1.0,,51,51.0,,54.0,,0.04281973838806152,4.1465983390808105,,4.0,,0.29694557189941406,90.61550164222717,,1.268850564956665
Spd_RF2_200_244_3851,200,244,564,,1,1.0,,1.0,,40,43.0,,43.0,,0.04833531379699707,4.2926108837127686,,5.0,,3.2067997455596924,813.0501835346222,,2.0615668296813965
Spd_RF2_200_244_3859,200,244,564,,1,1.0,,1.0,,42,42.0,,46.0,,0.045256614685058594,4.112041473388672,,5.0,,0.6209301948547363,676.0402956008911,,2.562047004699707
Spd_RF2_200_244_3867,200,244,564,,1,1.0,,1.0,,39,39.0,,44.0,,0.07885050773620605,4.373548746109009,,6.0,,2.1477949619293213,814.2513771057129,,2.4622201919555664
Spd_RF2_200_244_3875,200,244,564,,1,1.0,,1.0,,37,38.0,,41.0,,0.04614877700805664,7.109416961669922,,5.0,,1.7338712215423584,815.7549839019775,,2.0842125415802
Spd_RF2_200_244_3883,200,244,564,,1,1.0,,1.0,,39,41.0,,44.0,,0.047649383544921875,7.6822309494018555,,4.0,,7.672143459320068,815.607878446579,,1.8126604557037354
Spd_RF2_200_267_3891,200,267,587,,1,1.0,,1.0,,31,33.0,,37.0,,0.04998350143432617,7.559812545776367,,4.0,,5.031385898590088,863.5075449943542,,2.330936908721924
Spd_RF2_200_267_3899,200,267,587,,1,1.0,,1.0,,30,53.0,,36.0,,0.049263715744018555,8.611563920974731,,8.0,,11.691529512405396,862.6560900211334,,2.8118228912353516
Spd_RF2_200_267_3907,200,267,587,,1,1.0,,1.0,,30,34.0,,38.0,,0.04836392402648926,8.113394021987915,,7.0,,1.3751304149627686,862.896918296814,,3.2521955966949463
Spd_RF2_200_267_3915,200,267,587,,1,1.0,,1.0,,30,49.0,,39.0,,0.08415746688842773,8.590956926345825,,15.0,,3.711747646331787,862.290632724762,,4.246712684631348
Spd_RF2_200_267_3923,200,267,587,,1,1.0,,1.0,,31,33.0,,36.0,,0.05064678192138672,9.144918441772461,,9.0,,6.1418211460113525,862.363890171051,,3.499788522720337
Spd_RF2_200_289_3931,200,289,609,,1,1.0,,1.0,,23,48.0,,35.0,,0.050657033920288086,8.266847610473633,,29.0,,4.898754835128784,906.5156235694885,,7.374815225601196
Spd_RF2_200_289_3939,200,289,609,,1,1.0,,1.0,,25,29.0,,39.0,,0.051856279373168945,4.952375650405884,,27.0,,10.827237367630005,903.924426317215,,7.743409156799316
Spd_RF2_200_289_3947,200,289,609,,1,1.0,,1.0,,25,47.0,,39.0,,0.054605722427368164,5.164103984832764,,21.0,,10.62723183631897,904.7167861461639,,6.056768178939819
Spd_RF2_200_289_3955,200,289,609,,1,1.0,,1.0,,26,29.0,,37.0,,0.05351901054382324,5.115882635116577,,6.0,,10.142512321472168,904.6858854293823,,3.6278765201568604
Spd_RF2_200_289_3963,200,289,609,,1,1.0,,1.0,,25,48.0,,35.0,,0.05254721641540527,4.960489988327026,,7.0,,8.934191942214966,903.9389021396637,,3.9235451221466064
Spd_RF2_200_312_3971,200,312,632,,1,1.0,,,,18,51.0,,,,0.05541253089904785,5.449130058288574,,,,16.82362985610962,950.4790682792664,,
Spd_RF2_200_312_3979,200,312,632,,1,1.0,,1.0,,16,49.0,,30.0,,0.055504560470581055,5.125531196594238,,19.0,,18.66962695121765,950.3970949649811,,6.319380283355713
Spd_RF2_200_312_3987,200,312,632,,1,1.0,,1.0,,19,40.0,,33.0,,0.06711602210998535,5.241309642791748,,48.0,,11.509095430374146,950.6329109668732,,11.97022557258606
Spd_RF2_200_312_3995,200,312,632,,1,1.0,,1.0,,17,41.0,,33.0,,0.05463838577270508,5.356389760971069,,22.0,,14.45537519454956,950.6334972381592,,7.233136415481567
Spd_RF2_200_312_4003,200,312,632,,1,1.0,,1.0,,19,44.0,,33.0,,0.08182477951049805,5.423677206039429,,8.0,,19.29827117919922,950.3203520774841,,5.0244622230529785
